"ItemType","Path","SizeBytes","SizeHuman","Category","LastAccessTime","LastWriteTime","RiskLevel","SuggestedAction","EstimatedReleaseBytes","EstimatedReleaseHuman","Reason","Hash","DuplicateGroup"
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\counterfeitV30_v30.safetensors","4244124028","3.95 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:44:52","中风险","需要用户确认","4244124028","3.95 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\dreamshaper_8.safetensors","2132625894","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 10:40:34","中风险","需要用户确认","2132625894","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\dreamshaper_8Inpainting.safetensors","2132703862","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 10:43:35","中风险","需要用户确认","2132703862","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\dunhuangmix_v11.safetensors","2400040290","2.24 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 8:44:14","中风险","需要用户确认","2400040290","2.24 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\gufengmix_v10.safetensors","9110922989","8.49 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 9:01:52","中风险","需要用户确认","9110922989","8.49 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\GuoFeng3.2.safetensors","4265097028","3.97 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2024/12/25 23:51:39","中风险","需要用户确认","4265097028","3.97 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\LEOSAM's MoonFilm_realism_2.0.safetensors","5163658590","4.81 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/2 22:11:28","中风险","需要用户确认","5163658590","4.81 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\M-萝莉人生_V1.safetensors","4730731724","4.41 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/21 10:43:27","中风险","需要用户确认","4730731724","4.41 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\M典藏圣典_V2.safetensors","2132627206","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 17:24:35","中风险","需要用户确认","2132627206","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\M动漫-V4_V4.safetensors","2132627574","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/21 4:00:15","中风险","需要用户确认","2132627574","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\M精华融合写实V2版本_V1精华融合版本.safetensors","4730731526","4.41 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/21 4:12:46","中风险","需要用户确认","4730731526","4.41 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\M精华融合写实V2版本_V2.safetensors","4730731454","4.41 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/21 4:11:13","中风险","需要用户确认","4730731454","4.41 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\M终极写实-无极逆转_FP32.safetensors","5306217584","4.94 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/21 9:49:20","中风险","需要用户确认","5306217584","4.94 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\meinamix_meinaV11.safetensors","2132651818","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:20:27","中风险","需要用户确认","2132651818","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\meinamix_v12Final.safetensors","2132651786","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:10:09","中风险","需要用户确认","2132651786","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\MW_shuimo_古风水墨水彩插画_2.0.safetensors","2400066994","2.24 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 0:27:48","中风险","需要用户确认","2400066994","2.24 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\MW_shuimo_古风水墨水彩插画_v1.0.safetensors","2132625910","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 0:26:28","中风险","需要用户确认","2132625910","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\MZ_仙气国风_1.5测试版.safetensors","2175122068","2.03 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 15:34:38","中风险","需要用户确认","2175122068","2.03 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\MZ_Gufeng_V3.2_gufengtest_V3.2.safetensors","2342430198","2.18 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/2 0:36:03","中风险","需要用户确认","2342430198","2.18 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\MZ_Gufeng_V3.2_gufengtest_V3.2x_1-alpha-beta_+LEOSAM'sMoonFilm_realism_2.0xalpha+anything_v5xbeta_alpha=0.25_0.28_0.3_0.32_0.33_0.35_0.35_0.4_0.42_0.42_0.4_0.38_0.36_0.45_0.32_0.3_0.28.safetensors","2132627550","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/9 0:33:03","中风险","需要用户确认","2132627550","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\MZ二次元古风_V3.0_gufengtest_V3.0.safetensors","2175121888","2.03 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 16:16:36","中风险","需要用户确认","2175121888","2.03 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\Protogen_v2.2_Anime.safetensors","4265096902","3.97 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 12:05:01","中风险","需要用户确认","4265096902","3.97 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\Protogen_v7.4_Eclipse_with_vae.safetensors","8283822434","7.71 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/6 14:50:55","中风险","需要用户确认","8283822434","7.71 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\Protogen_v8.0_Nova_with_vae.safetensors","8283822434","7.71 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/6 14:28:01","中风险","需要用户确认","8283822434","7.71 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\Protogen_v8.6_Infinitely_with_vae.safetensors","8529943892","7.94 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/6 14:55:49","中风险","需要用户确认","8529943892","7.94 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\realisticVisionV60B1_v6B1_InpaintingVAE.safetensors","4265203868","3.97 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 11:20:47","中风险","需要用户确认","4265203868","3.97 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\realisticVisionV60B1_v6B1_VAE.safetensors","4265096996","3.97 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 11:40:40","中风险","需要用户确认","4265096996","3.97 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\revAnimated_v2Pruned.safetensors","2132625894","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:48:34","中风险","需要用户确认","2132625894","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\revAnimated_v2Rebirth.safetensors","5505437734","5.13 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:47:50","中风险","需要用户确认","5505437734","5.13 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\Richmix_Guofeng_claborate-style_v1.0.safetensors","2132625910","1.99 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/2 22:23:39","中风险","需要用户确认","2132625910","1.99 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sd1.5\v1-5-pruned-emaonly.safetensors","4265146304","3.97 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/1 10:14:24","中风险","需要用户确认","4265146304","3.97 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\《时光2》高清人像版SDXL摄影大模型_v1.safetensors","7123414012","6.63 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 15:39:26","中风险","需要用户确认","7123414012","6.63 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\201-DangerAngel-Real-XL-201_1.safetensors","6938040988","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 16:05:49","中风险","需要用户确认","6938040988","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\4Guofeng4XL_v1125D.safetensors","6938041020","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 7:01:10","中风险","需要用户确认","6938041020","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\4Guofeng4XL_v12.safetensors","6938040682","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 5:44:20","中风险","需要用户确认","6938040682","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\超梦AdamMix_Qwen丨开放版-真实二次元幻想CG大模型丨多模态千问修仙科幻古风小说_P3.safetensors","6938041570","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 13:31:30","中风险","需要用户确认","6938041570","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\动漫光影-AniShadow [无需lora，自带画风和热门角色]_v4.safetensors","6938040682","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/23 14:23:30","中风险","需要用户确认","6938040682","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\动漫光影-AniShadow [无需lora，自带画风和热门角色]_V5.safetensors","6938040682","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/23 12:33:29","中风险","需要用户确认","6938040682","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\古风汉服MAX_v1.0.safetensors","6938042714","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 15:26:50","中风险","需要用户确认","6938042714","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\古风汉服MAX_v3.0.safetensors","6938041706","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 15:38:36","中风险","需要用户确认","6938041706","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\归途_国风_V1.0.safetensors","6938040416","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 16:00:07","中风险","需要用户确认","6938040416","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\国风山水插画Ultra_v1.0.safetensors","7221063770","6.73 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 17:24:31","中风险","需要用户确认","7221063770","6.73 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\好吃米-2D-SDXL-v2-fp16.safetensors","7105374680","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 5:58:18","中风险","需要用户确认","7105374680","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\好吃米-2D-SDXL-v3-fp16-clip-fix.safetensors","6938040400","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 6:14:01","中风险","需要用户确认","6938040400","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\林鹤-万物类象V3-多重风格化动漫美学大模型_V3.1.safetensors","6938040736","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 20:02:44","中风险","需要用户确认","6938040736","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\猫爪_二次元古风模型SDXL_3.0.safetensors","6938040706","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 11:51:51","中风险","需要用户确认","6938040706","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\喵咔幻想与现实-XL_国风v1.0(分支模型).safetensors","6938043202","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 14:07:05","中风险","需要用户确认","6938043202","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\喵咔幻想与现实-XL_v2.0（原版）.safetensors","6938040988","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 14:30:06","中风险","需要用户确认","6938040988","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\animagine-xl-4.0-opt.safetensors","6938350040","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 16:50:43","中风险","需要用户确认","6938350040","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\animagineXLV31_v31.safetensors","6938325776","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 16:41:52","中风险","需要用户确认","6938325776","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\dreamshaperXL_v21TurboDPMSDE.safetensors","6939220250","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:37:13","中风险","需要用户确认","6939220250","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Hotpot_SDXL 麻瓜火锅  超真实大模型_v1.0.safetensors","6938043538","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 19:15:02","中风险","需要用户确认","6938043538","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\iniverseMixSFWNSFW_guofengXLV15.safetensors","7105353792","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 7:04:46","中风险","需要用户确认","7105353792","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\iniverseMixSFWNSFW_ponyRealGuofengV51.safetensors","6938045946","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 7:00:20","中风险","需要用户确认","6938045946","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Juggernaut_v11_byRunDiffusion.safetensors","7105350536","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 12:18:10","中风险","需要用户确认","7105350536","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Juggernaut_v9_RunDiffusionPhoto_v2.safetensors","7105348188","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 12:16:10","中风险","需要用户确认","7105348188","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\juggernautXL_ragnarokBy.safetensors","7105350162","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 12:25:27","中风险","需要用户确认","7105350162","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\LEOSAM_HelloNewWorld_v7.0.safetensors","6938040682","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/2 22:20:50","中风险","需要用户确认","6938040682","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Open_Qwen_Ultra丨开放版-国风武侠写实丨性感极致细节光影-电影感丨神话古风丨商业摄影_V6.8.safetensors","6938041868","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 9:30:17","中风险","需要用户确认","6938041868","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Open_Qwen_Ultra丨开放版-国风武侠写实丨性感极致细节光影-电影感丨神话古风丨商业摄影_V7.safetensors","6938041860","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 6:02:23","中风险","需要用户确认","6938041860","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Open_Qwen丨开放版-万物写实丨性感极致细节光影_V6.0.safetensors","6938041812","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 10:01:56","中风险","需要用户确认","6938041812","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Open_Qwen丨开放版-万物写实丨性感极致细节光影_V7.safetensors","6938041868","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 10:12:06","中风险","需要用户确认","6938041868","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\realcartoonXL_v6.safetensors","6938040682","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 18:00:07","中风险","需要用户确认","6938040682","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\realcartoonXL_v7.safetensors","7308039012","6.81 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/18 17:39:59","中风险","需要用户确认","7308039012","6.81 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\realvisxlV50_v50LightningBakedvae.safetensors","6938065512","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/11 0:38:35","中风险","需要用户确认","6938065512","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\Ronghua_v4.5_xl_Guofeng.safetensors","6938040720","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/2 22:05:07","中风险","需要用户确认","6938040720","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\SC-NewGuofeng2D-XL  新国风_v1.0.safetensors","7105350502","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/20 15:55:35","中风险","需要用户确认","7105350502","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\sd_xl_base_1.0.safetensors","6938078334","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 21:18:04","2025/8/5 11:05:27","中风险","需要用户确认","6938078334","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\sd_xl_refiner_1.0.safetensors","6075981930","5.66 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/8/5 10:50:07","中风险","需要用户确认","6075981930","5.66 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\sdxl10ArienmixxlAsian_v45Pruned.safetensors","7105377448","6.62 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 9:08:47","中风险","需要用户确认","7105377448","6.62 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\tastyriceMagicOnPaperSDXL_engine10.safetensors","6938040448","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 1:24:36","中风险","需要用户确认","6938040448","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\tastyriceMagicOnPaperSDXL_v3Probe.safetensors","6938043248","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/9/19 1:22:42","中风险","需要用户确认","6938043248","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\tyHanSDXL_alpha10.safetensors","6938043530","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 12:15:08","中风险","需要用户确认","6938043530","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\tyHanSDXL_alpha20.safetensors","6938043530","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 12:03:41","中风险","需要用户确认","6938043530","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
"File","E:\webui_forge_cu121_torch231\webui\models\Stable-diffusion\sdxl\tyHanSDXL_v10.safetensors","6938043554","6.46 GB","AI 模型权重、数据集、缓存","2026/4/6 18:17:04","2025/11/15 11:39:12","中风险","需要用户确认","6938043554","6.46 GB","AI 目录通常体积巨大，若是缓存或可重下资源，回收空间潜力高。",,
